,Train MAE,Train MSE,Val MAE,Val MSE
0,4.579276751479574,23.604296841928804,1.787069518108658,5.2737559641294816
1,3.4987931181147247,15.03328316688617,2.3724595113827096,7.89018220653457
2,2.1804587116197927,6.655372505296333,1.4298829030229545,3.402725406960674
3,1.2487337080675809,2.5165861683351363,1.2170086944883767,2.3922030789498936
4,1.0983436948055478,1.935707280870247,1.2148496131442486,2.4439701238985614
5,1.0557987520846575,1.8379038495815248,1.21722261942241,2.2827135179347926
6,1.0760402920640846,1.879466317541289,1.2884601717644009,2.598602466115412
7,1.0107571334467687,1.6939101903395004,1.2022361120708787,2.251148346181109
8,0.995657609726801,1.6447330962620597,1.3274363742762705,2.703440533205133
9,1.0105866101634329,1.7144200412927493,1.3646103455374947,2.970034572812919
10,1.1232178378074682,1.9892159067343498,1.3748265634581476,2.7548652209607836
11,0.9989360867634922,1.5781068544912265,1.1590556899561184,2.1002146576536234
12,0.9813955227999933,1.4844448701089819,1.3940481608896715,2.7061356569131356
13,0.9619555549194204,1.5554814194265831,1.40896161750048,3.346113022649988
14,0.9261744946226715,1.4061299026292378,1.4244763636444273,2.9615484828629204
15,0.9798586392103141,1.6187293451835019,1.4944703958862526,3.2739862641060804
16,0.9335849768669505,1.408291219884618,1.301280469936364,2.827227007099823
17,0.9220877678159193,1.453123913469609,1.2866918285038265,2.4964394719279817
18,0.8063946755064767,1.0738645795856345,1.221481073022211,2.2800929822586005
19,0.8399821865054053,1.0814617307167516,1.3049995891510286,2.541712089930371
20,0.7860707655535681,0.9712987098993996,1.164239578620731,2.0624215143821387
21,0.7168927673750585,0.8457346380068642,1.213480340133387,2.082071476820369
22,0.6645061370532941,0.7329079737352804,1.1815887781149024,2.0235860747789194
23,0.7213475299421785,0.8547563405206691,1.219425052247279,2.3415793867765786
24,0.7557176243773602,0.9176303239030453,1.154022359176625,1.9307265697453728
25,0.6785312756118004,0.7350904231649028,1.2048786913670024,2.2797538124697803
26,0.6717930538134393,0.7149036006528313,1.2650765071766796,2.364536256755998
27,0.6647076921342862,0.7007278861656442,1.0984982631561833,1.8042289299717054
28,0.6491439287976025,0.7157467757989467,1.1410356994578545,1.9171032684219242
29,0.6071455196374131,0.593991757535277,1.2457216247287597,2.3125536620025953
30,0.6473815902536594,0.697225923006438,1.1852063049126336,2.107629898321938
31,0.6539044161727666,0.7144019286059644,1.192495560162649,2.039657559498559
32,0.6573598011249653,0.7078808697623147,1.2001359536807228,2.0797137278904274
33,0.6380710480895302,0.6833415314878085,1.1837343268625193,2.0430393802510975
34,0.5822751573933664,0.5498449221078091,1.2786917315980553,2.3449806797885873
35,0.5929171796919718,0.5737697270876452,1.149375568150643,1.9599987624365565
36,0.6394011018209409,0.6676604207559986,1.1888368360819168,2.0465363144519992
37,0.6139154880812515,0.617612783239948,1.2244329203550683,2.2307690605260815
38,0.543408485275677,0.4833791841013315,1.2613249587521305,2.3752182430019433
39,0.6289874060781165,0.6579387944255732,1.1982023767138115,2.0515788699662045
40,0.6133145920019525,0.5917890648839287,1.1598486591717057,1.9611179589430057
41,0.569232561545838,0.5189315730356323,1.1765684037805844,2.0415650414905793
42,0.56429407042601,0.5380436984689088,1.1700129880209014,2.16753354099557
43,0.5650236907907796,0.5377322999107383,1.1680956223264858,2.0014299154977397
44,0.5625286918662666,0.5074715796589406,1.2646540747515322,2.288304173152516
45,0.5613476285287665,0.5307553481553954,1.205223916240261,2.100585736751638
46,0.5382498445206447,0.48580834591216826,1.1703130376806723,2.0044222623059205
47,0.5720887896168018,0.5191853008542103,1.2016216012657104,2.1119353921947317
48,0.5193783981790411,0.44953006397081685,1.2120544757053753,2.1516640455418266
49,0.50663915508846,0.4141203338282032,1.2244804736721344,2.2004065005263436
