,Train MAE,Train MSE,Val MAE,Val MSE
0,5.194510816775646,28.834054742257454,5.068647802227362,27.537836050225362
1,5.185675943164194,28.74099048827368,5.060043408039752,27.450401604363556
2,5.177015072388778,28.651794453872085,5.051197155207028,27.36063164308851
3,5.168328583138941,28.560426571532464,5.042143624414632,27.26896747255752
4,5.158431150625224,28.45894978049936,5.0313401163552545,27.159795443047532
5,5.147003314853884,28.33965747887141,5.019111049014329,27.036554773470947
6,5.133197149055261,28.198043053012196,5.0034267761633435,26.87901106927665
7,5.116368320143984,28.024897181145,4.984237039020052,26.686628061130254
8,5.09524878630685,27.807441983969166,4.959643933399388,26.441190652717943
9,5.0674479860828505,27.52318212190302,4.9278038555145685,26.12526152233768
10,5.0316851776693685,27.161633147660325,4.886365495909339,25.71742856103832
11,4.985285285379811,26.69438169151273,4.832018454076975,25.187896628820837
12,4.923601026221089,26.08214616548568,4.761297117935962,24.508016546161077
13,4.842125710276851,25.283622553233602,4.665371494195988,23.603089152167048
14,4.734323803512344,24.249953383193212,4.536447434068978,22.417730834075282
15,4.5845410206900805,22.864013195717952,4.36268515600454,20.87592918798116
16,4.388686603440812,21.109886168547018,4.135575858974326,18.957281051800713
17,4.123553247824458,18.888718115643886,3.8206677665377424,16.478361879674793
18,3.770755293718594,16.147387581753616,3.397361430964131,13.47908727535719
19,3.283345415415572,12.744999106752141,2.8400094932789126,10.095284755691848
20,2.658112360087431,9.113400805062236,2.176470805251045,6.62466268261823
21,1.9421382002634877,5.642418261613513,1.6090458646586312,4.059958252559363
22,1.523698758079136,3.6301855942938523,1.3711097808481238,3.132511999889087
23,1.3996938555033536,3.0251814013181635,1.4060285521069078,3.2781260001702557
24,1.439976118035196,3.1374115381824783,1.5079393622802029,3.637811872099739
25,1.4688412953142227,3.307354975240829,1.5214687217107095,3.675319214768785
26,1.4653688135411786,3.276677115424294,1.5063922295669956,3.6125109426679325
27,1.481840969727007,3.3514718200171116,1.553954227519664,3.7821415840794304
28,1.4680623619042814,3.3071839854728924,1.5237325614047463,3.6582955679260354
29,1.4882858474481797,3.381028107967716,1.5787262757440819,3.868911291875198
30,1.5254248433206272,3.534766014248438,1.5997552747133394,3.9489306748126114
31,1.4771264786344929,3.3425693376969483,1.5556232957870442,3.760649373623193
32,1.4750858172841816,3.3320914082389375,1.5372340051294477,3.682334238344418
33,1.4606135180784667,3.2562024630208444,1.5376216702837253,3.678975615516302
34,1.4799296996439324,3.3454306624038015,1.5845145536327254,3.860699848045635
35,1.4853642748042364,3.373558129259617,1.5593585374696772,3.7541208468453746
36,1.4908105845278576,3.3589721062512377,1.5814730374531016,3.837770746158583
